 MODEL DESIGNATION: MW_center           
 MODEL GENERATED: Mon Nov 28 15:05:08 2022

              RESULTS FOR THE SUPERNOVA RATE

                     ALL SUPERNOVAE               TYPE IB SUPERNOVAE               ALL SUPERNOVAE           STARS + SUPERNOVAE
    TIME       TOTAL RATE  POWER   ENERGY    TOTAL RATE  POWER   ENERGY   TYPICAL MASS   LOWEST PROG. MASS    POWER   ENERGY
   0.532E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.462   55.087
   0.533E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.475   55.087
   0.534E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.453   55.087
   0.535E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.456   55.087
   0.536E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.451   55.087
   0.537E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.453   55.087
   0.538E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.453   55.087
   0.539E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.452   55.087
   0.540E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.444   55.087
   0.541E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.438   55.087
   0.542E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.434   55.087
   0.543E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.433   55.087
   0.544E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.432   55.087
   0.545E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.431   55.087
   0.546E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.430   55.087
   0.547E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.429   55.087
   0.548E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.409   55.087
   0.549E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.408   55.087
   0.550E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.417   55.087
   0.551E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.406   55.087
   0.552E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.405   55.087
   0.553E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.405   55.087
   0.554E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.404   55.087
   0.555E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.403   55.087
   0.556E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.398   55.087
   0.557E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.401   55.087
   0.558E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.396   55.087
   0.559E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.400   55.087
   0.560E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.388   55.087
   0.561E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.381   55.087
   0.562E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.376   55.087
   0.563E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.375   55.087
   0.564E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.371   55.087
   0.565E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.357   55.087
   0.566E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.356   55.087
   0.567E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.352   55.087
   0.568E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.354   55.087
   0.569E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.354   55.087
   0.570E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.345   55.087
   0.571E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.344   55.087
   0.572E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.343   55.087
   0.573E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.350   55.087
   0.574E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.326   55.087
   0.575E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.345   55.087
   0.576E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.347   55.087
   0.577E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.347   55.087
   0.578E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.328   55.087
   0.579E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.327   55.087
   0.580E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.321   55.087
   0.581E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.326   55.087
   0.582E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.328   55.087
   0.583E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.324   55.087
   0.584E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.315   55.087
   0.585E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.322   55.087
   0.586E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.304   55.087
   0.587E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.303   55.087
   0.588E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.288   55.087
   0.589E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.280   55.087
   0.590E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.276   55.087
   0.591E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.275   55.087
   0.592E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.274   55.087
   0.593E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.273   55.087
   0.594E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.272   55.087
   0.595E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.273   55.087
   0.596E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.272   55.087
   0.597E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.272   55.087
   0.598E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.250   55.087
   0.599E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.267   55.087
   0.600E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.248   55.087
   0.601E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.248   55.087
   0.602E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.247   55.087
   0.603E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.246   55.087
   0.604E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.245   55.087
   0.605E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.244   55.087
   0.606E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.236   55.087
   0.607E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.215   55.087
   0.608E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.198   55.087
   0.609E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.198   55.087
   0.610E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.213   55.087
   0.611E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.212   55.087
   0.612E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.195   55.087
   0.613E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.194   55.087
   0.614E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.188   55.087
   0.615E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.187   55.087
   0.616E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.183   55.087
   0.617E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.182   55.087
   0.618E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.173   55.087
   0.619E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.172   55.087
   0.620E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.166   55.087
   0.621E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.168   55.087
   0.622E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.169   55.087
   0.623E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.167   55.087
   0.624E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.125   55.087
   0.625E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.162   55.087
   0.626E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.151   55.087
   0.627E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.126   55.087
   0.628E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.118   55.087
   0.629E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.080   55.087
   0.630E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.079   55.087
   0.631E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.078   55.087
   0.632E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.078   55.087
   0.633E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.077   55.087
   0.634E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.076   55.087
   0.635E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.101   55.087
   0.636E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.075   55.087
   0.637E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.074   55.087
   0.638E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.074   55.087
   0.639E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.094   55.087
   0.640E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.040   55.087
   0.641E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.039   55.087
   0.642E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.064   55.087
   0.643E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.037   55.087
   0.644E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.062   55.087
   0.645E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.024   55.087
   0.646E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.023   55.087
   0.647E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.022   55.087
   0.648E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.034   55.087
   0.649E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.988   55.087
   0.650E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.036   55.087
   0.651E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.987   55.087
   0.652E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.986   55.087
   0.653E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.003   55.087
   0.654E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.985   55.087
   0.655E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.984   55.087
   0.656E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.983   55.087
   0.657E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.982   55.087
   0.658E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.982   55.087
   0.659E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.981   55.087
   0.660E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.997   55.087
   0.661E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.951   55.087
   0.662E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.895   55.087
   0.663E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.894   55.087
   0.664E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.962   55.087
   0.665E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.849   55.087
   0.666E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.930   55.087
   0.667E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.848   55.087
   0.668E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.890   55.087
   0.669E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.886   55.087
   0.670E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.889   55.087
   0.671E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.888   55.087
   0.672E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.888   55.087
   0.673E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.844   55.087
   0.674E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.796   55.087
   0.675E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.842   55.087
   0.676E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.842   55.087
   0.677E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.791   55.087
   0.678E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.793   55.087
   0.679E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.789   55.087
   0.680E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.839   55.087
   0.681E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.791   55.087
   0.682E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.726   55.087
   0.683E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.725   55.087
   0.684E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.786   55.087
   0.685E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.724   55.087
   0.686E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.723   55.087
   0.687E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.722   55.087
   0.688E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.722   55.087
   0.689E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.640   55.087
   0.690E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.639   55.087
   0.691E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.639   55.087
   0.692E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.642   55.087
   0.693E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.637   55.087
   0.694E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.534   55.087
   0.695E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.614   55.087
   0.696E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.613   55.087
   0.697E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.638   55.087
   0.698E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.634   55.087
   0.699E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.633   55.087
   0.700E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.633   55.087
   0.701E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.533   55.087
   0.702E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.631   55.087
   0.703E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.627   55.087
   0.704E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.527   55.087
   0.705E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.362   55.087
   0.706E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.523   55.087
   0.707E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.427   55.087
   0.708E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.360   55.087
   0.709E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.425   55.087
   0.710E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.263   55.087
   0.711E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.150   55.087
   0.712E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           34.059   55.087
   0.713E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.412   55.087
   0.714E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.411   55.087
   0.715E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.410   55.087
   0.716E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.408   55.087
   0.717E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.407   55.087
   0.718E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.406   55.087
   0.719E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.405   55.087
   0.720E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.404   55.087
   0.721E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.402   55.087
   0.722E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.401   55.087
   0.723E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.401   55.087
   0.724E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.399   55.087
   0.725E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.398   55.087
   0.726E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.397   55.087
   0.727E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.395   55.087
   0.728E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.394   55.087
   0.729E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.393   55.087
   0.730E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.392   55.087
   0.731E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.391   55.087
   0.732E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.390   55.087
   0.733E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.389   55.087
   0.734E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.388   55.087
   0.735E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.387   55.087
   0.736E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.386   55.087
   0.737E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.384   55.087
   0.738E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.383   55.087
   0.739E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.382   55.087
   0.740E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.381   55.087
   0.741E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.379   55.087
   0.742E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.379   55.087
   0.743E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.377   55.087
   0.744E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.377   55.087
   0.745E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.375   55.087
   0.746E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.375   55.087
   0.747E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.373   55.087
   0.748E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.372   55.087
   0.749E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.370   55.087
   0.750E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.370   55.087
   0.751E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.369   55.087
   0.752E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.368   55.087
   0.753E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.367   55.087
   0.754E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.365   55.087
   0.755E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.364   55.087
   0.756E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.363   55.087
   0.757E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.362   55.087
   0.758E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.361   55.087
   0.759E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.360   55.087
   0.760E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.359   55.087
   0.761E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.358   55.087
   0.762E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.357   55.087
   0.763E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.356   55.087
   0.764E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.354   55.087
   0.765E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.354   55.087
   0.766E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.352   55.087
   0.767E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.351   55.087
   0.768E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.350   55.087
   0.769E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.349   55.087
   0.770E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.348   55.087
   0.771E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.347   55.087
   0.772E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.346   55.087
   0.773E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.345   55.087
   0.774E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.344   55.087
   0.775E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.343   55.087
   0.776E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.342   55.087
   0.777E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.341   55.087
   0.778E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.340   55.087
   0.779E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.339   55.087
   0.780E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.337   55.087
   0.781E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.337   55.087
   0.782E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.336   55.087
   0.783E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.335   55.087
   0.784E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.334   55.087
   0.785E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.333   55.087
   0.786E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.331   55.087
   0.787E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.330   55.087
   0.788E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.329   55.087
   0.789E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.329   55.087
   0.790E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.327   55.087
   0.791E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.326   55.087
   0.792E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.325   55.087
   0.793E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.324   55.087
   0.794E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.323   55.087
   0.795E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.322   55.087
   0.796E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           33.321   55.087
